from,to,cost
214,39,30.3
214,40,35.8
214,41,20.6
214,42,30.5
214,43,33.9
214,44,20.3
214,45,38.0
214,46,34.8
214,47,33.9
214,48,16.6
214,49,57.2
214,50,21.1
214,51,24.3
214,52,2.4
214,53,13.5
214,54,26.1
214,55,28.0
214,56,46.4
214,57,44.2
214,58,21.2
214,59,23.3
214,60,57.8
214,61,1.8
214,62,32.8
214,63,19.5
214,64,34.3
214,65,11.4
214,66,30.3
214,67,27.9
214,68,28.1
214,69,48.8
214,70,19.8
214,71,33.5
214,72,23.0
214,73,23.0
214,74,19.8
214,75,33.3
214,76,40.2
214,77,39.0
214,78,22.4
214,79,59.7
214,80,29.8
214,81,38.4
214,82,27.1
214,83,54.5
214,84,39.1
214,85,22.4
214,86,37.0
214,87,49.7
214,88,2.9
214,89,44.5
214,90,10.5
214,91,19.7
214,92,25.8
214,93,14.7
214,94,56.3
214,95,15.0
214,96,16.4
214,97,21.9
214,98,57.9
214,99,20.6
214,100,42.9
214,101,34.4
214,102,25.5
214,103,26.2
214,104,13.0
214,105,29.4
214,106,36.9
214,107,5.4
214,108,21.3
214,109,37.9
214,110,35.0
214,111,40.4
214,112,18.4
214,113,18.7
214,114,33.3
214,115,40.3
214,116,45.8
214,117,48.7
214,118,27.1
214,119,33.9
214,120,7.1
214,121,48.7
214,122,23.3
214,123,54.6
214,124,13.1
214,125,16.0
214,126,37.1
214,127,37.1
214,128,20.3
214,129,25.4
214,130,39.2
214,131,22.2
214,132,27.1
214,133,33.3
214,134,42.6
214,135,29.9
214,136,26.0
214,137,45.5
214,138,21.8
214,139,24.9
214,140,49.5
214,141,25.1
214,142,25.2
214,143,23.1
214,144,16.6
214,145,21.1
214,146,40.4
214,147,19.1
214,148,18.4
214,149,35.8
214,150,20.9
214,151,29.2
214,152,42.6
214,153,25.1
214,154,27.9
214,155,47.4
214,156,56.4
214,157,70.0
214,158,35.8
214,159,19.2
214,160,31.1
214,161,23.8
214,162,35.3
214,163,37.5
214,164,30.3
214,165,19.6
214,166,23.9
214,167,45.5
214,168,26.5
214,169,39.8
214,170,22.8
214,171,10.6
214,172,57.0
214,173,2.8
214,174,28.9
214,175,30.1
214,176,31.9
214,177,27.1
214,178,4.9
214,179,26.9
214,180,17.8
214,181,30.1
214,182,32.3
214,183,48.3
214,184,3.3
214,185,48.2
214,186,30.9
214,187,22.9
214,188,27.2
214,189,39.4
214,190,25.3
214,191,36.4
214,192,19.5
214,193,19.1
214,194,16.7
214,195,49.0
214,196,41.7
214,197,22.0
214,198,34.4
214,199,14.8
214,200,60.3
214,201,22.7
214,202,33.2
214,203,25.1
214,204,30.8
214,205,24.1
214,206,59.6
214,207,39.7
214,208,46.8
214,209,46.2
214,210,42.5
214,211,20.6
214,212,2.2
214,213,41.7
214,214,0.0
214,215,20.0
214,216,19.6
214,217,20.4
214,218,29.1
214,219,38.9
214,220,8.4
214,221,13.5
214,222,7.6
214,223,16.9
214,224,48.4
214,225,3.1
214,226,24.2
214,227,47.4
214,228,32.1
214,229,22.4
214,230,48.6
214,231,11.5
214,232,31.8
214,233,39.6
214,234,38.0
214,235,41.7
214,236,32.5
214,237,28.9
214,238,30.3
214,239,59.8
214,240,44.5
214,241,9.5
214,242,35.2
214,243,27.7
214,244,30.0
214,245,11.4
214,246,55.7
214,247,27.9
215,0,10.0
215,1,26.9
215,2,12.2
215,3,26.9
215,4,28.9
215,5,19.3
215,6,14.7
215,7,17.4
215,8,8.6
215,9,27.2
215,10,12.4
215,11,7.0
215,12,21.1
215,13,26.4
215,14,17.9
215,15,20.2
215,16,13.6
215,17,5.7
215,18,32.0
215,19,7.5
215,20,15.7
215,21,28.9
215,22,24.4
215,23,4.1
215,24,10.0
215,25,31.2
215,26,1.8
215,27,23.0
215,28,21.1
215,29,25.7
215,30,14.5
215,31,47.0
215,32,16.0
215,33,8.3
215,34,22.1
215,35,15.8
215,36,19.3
215,37,17.2
215,38,14.6
215,39,24.0
215,40,19.0
215,41,20.6
215,42,15.6
215,43,16.3
215,44,14.0
215,45,15.2
215,46,16.7
215,47,16.2
215,48,10.3
215,49,44.9
215,50,11.5
215,51,18.0
215,52,19.4
215,53,7.2
215,54,11.2
215,55,27.9
215,56,34.2
215,57,28.4
215,58,21.1
215,59,23.1
215,60,45.6
215,61,20.7
215,62,15.9
215,63,13.2
215,64,22.1
215,65,11.1
215,66,18.0
215,67,20.9
215,68,15.9
215,69,36.6
215,70,15.6
215,71,16.6
215,72,5.3
215,73,8.3
215,74,15.6
215,75,18.6
215,76,28.2
215,77,16.1
215,78,22.4
215,79,47.5
215,80,23.5
215,81,26.2
215,82,20.9
215,83,42.3
215,84,20.7
215,85,22.3
215,86,19.5
215,87,24.0
215,88,17.9
215,89,26.9
215,90,16.7
215,91,13.4
215,92,19.6
215,93,8.4
215,94,44.1
215,95,5.4
215,96,10.2
215,97,7.6
215,98,45.7
215,99,20.6
215,100,30.7
215,101,19.1
215,102,25.4
215,103,20.0
215,104,14.1
215,105,14.5
215,106,19.3
215,107,15.7
215,108,15.0
215,109,22.9
215,110,17.4
215,111,28.2
215,112,12.1
215,113,12.4
215,114,15.3
215,115,17.3
215,116,30.9
215,117,36.5
215,118,27.0
215,119,16.2
215,120,17.3
215,121,36.4
215,122,23.2
215,123,42.4
215,124,14.0
215,125,9.7
215,126,22.2
215,127,23.7
215,128,10.7
215,129,19.1
215,130,27.0
215,131,22.1
215,132,27.0
215,133,15.5
215,134,27.7
215,135,16.5
215,136,11.2
215,137,33.3
215,138,5.1
215,139,4.8
215,140,24.1
215,141,18.8
215,142,10.3
215,143,8.2
215,144,15.1
215,145,11.5
215,146,28.2
215,147,4.2
215,148,12.1
215,149,23.6
215,150,14.6
215,151,22.9
215,152,27.7
215,153,18.8
215,154,15.7
215,155,32.5
215,156,44.2
215,157,20.5
215,158,18.3
215,159,12.9
215,160,20.4
215,161,3.8
215,162,14.2
215,163,19.2
215,164,15.5
215,165,13.3
215,166,9.0
215,167,33.3
215,168,20.3
215,169,22.2
215,170,8.3
215,171,10.0
215,172,44.8
215,173,18.0
215,174,22.0
215,175,15.3
215,176,13.2
215,177,27.0
215,178,20.1
215,179,20.7
215,180,11.5
215,181,8.4
215,182,25.3
215,183,33.3
215,184,18.5
215,185,25.1
215,186,16.0
215,187,7.2
215,188,12.3
215,189,27.1
215,190,19.0
215,191,18.1
215,192,13.2
215,193,7.1
215,194,15.2
215,195,25.9
215,196,29.5
215,197,15.8
215,198,19.1
215,199,15.7
215,200,48.1
215,201,15.8
215,202,16.4
215,203,25.0
215,204,20.1
215,205,5.7
215,206,47.4
215,207,24.8
215,208,31.8
215,209,31.2
215,210,30.3
215,211,0.6
215,212,18.8
215,213,29.4
215,214,20.5
215,215,0.0
215,216,13.3
215,217,14.1
215,218,22.1
215,219,21.3
215,220,17.8
215,221,12.9
215,222,13.7
215,223,7.3
215,224,25.0
215,225,18.1
215,226,5.8
215,227,32.5
215,228,13.0
215,229,3.9
215,230,33.6
215,231,9.2
215,232,19.2
215,233,24.6
215,234,23.1
215,235,24.1
215,236,20.3
215,237,22.7
215,238,8.6
215,239,47.6
215,240,32.3
215,241,29.9
215,242,23.0
215,243,21.5
215,244,15.1
215,245,31.8
215,246,43.5
215,247,27.8
216,0,22.6
216,1,38.3
216,2,5.6
216,3,25.5
216,4,40.2
216,5,30.7
216,6,25.0
216,7,15.9
216,8,10.4
216,9,44.1
216,10,5.8
216,11,12.3
216,12,32.5
216,13,31.6
216,14,5.1
216,15,41.3
216,16,28.1
216,17,8.0
216,18,25.1
216,19,21.1
216,20,19.1
216,21,22.1
216,22,41.5
216,23,15.2
216,24,7.9
216,25,44.7
216,26,14.7
216,27,37.2
216,28,35.2
216,29,42.5
216,30,25.2
216,31,48.5
216,32,27.4
216,33,10.8
216,34,27.3
216,35,3.0
216,36,10.9
216,37,21.2
216,38,8.0
216,39,11.2
216,40,28.8
216,41,31.9
216,42,14.4
216,43,14.9
216,44,5.3
216,45,29.4
216,46,15.8
216,47,26.9
216,48,4.5
216,49,46.5
216,50,14.0
216,51,5.2
216,52,18.9
216,53,10.9
216,54,21.4
216,55,39.3
216,56,39.3
216,57,25.1
216,58,32.5
216,59,34.5
216,60,47.1
216,61,20.3
216,62,13.8
216,63,10.7
216,64,27.3
216,65,10.6
216,66,23.2
216,67,8.8
216,68,21.0
216,69,33.4
216,70,2.4
216,71,14.4
216,72,15.9
216,73,20.1
216,74,2.4
216,75,14.3
216,76,21.1
216,77,30.3
216,78,33.7
216,79,49.0
216,80,10.7
216,81,31.3
216,82,8.1
216,83,43.8
216,84,34.9
216,85,33.7
216,86,18.0
216,87,40.8
216,88,17.5
216,89,25.5
216,90,16.3
216,91,4.7
216,92,6.8
216,93,5.5
216,94,45.6
216,95,7.9
216,96,7.7
216,97,14.8
216,98,47.3
216,99,32.0
216,100,30.5
216,101,33.3
216,102,36.8
216,103,7.2
216,104,25.3
216,105,17.9
216,106,17.9
216,107,15.3
216,108,6.5
216,109,37.1
216,110,15.9
216,111,29.3
216,112,1.9
216,113,1.9
216,114,14.2
216,115,21.2
216,116,44.2
216,117,38.0
216,118,38.4
216,119,26.9
216,120,16.9
216,121,33.3
216,122,34.5
216,123,43.9
216,124,25.4
216,125,6.8
216,126,36.4
216,127,44.5
216,128,13.2
216,129,12.6
216,130,28.5
216,131,33.5
216,132,38.4
216,133,14.3
216,134,23.5
216,135,37.3
216,136,17.0
216,137,38.5
216,138,14.7
216,139,17.8
216,140,40.5
216,141,6.0
216,142,17.9
216,143,20.2
216,144,28.9
216,145,14.0
216,146,25.3
216,147,12.0
216,148,1.9
216,149,31.8
216,150,8.1
216,151,10.1
216,152,23.6
216,153,6.0
216,154,20.9
216,155,45.9
216,156,45.7
216,157,20.1
216,158,16.8
216,159,1.2
216,160,12.0
216,161,16.8
216,162,16.2
216,163,33.4
216,164,19.1
216,165,4.8
216,166,19.2
216,167,34.8
216,168,7.4
216,169,20.7
216,170,21.9
216,171,9.6
216,172,46.3
216,173,17.6
216,174,9.9
216,175,15.1
216,176,24.9
216,177,38.4
216,178,19.7
216,179,7.8
216,180,5.4
216,181,19.8
216,182,13.2
216,183,46.8
216,184,18.1
216,185,41.8
216,186,14.9
216,187,15.9
216,188,18.2
216,189,28.7
216,190,12.5
216,191,32.3
216,192,6.6
216,193,12.0
216,194,29.0
216,195,42.6
216,196,34.6
216,197,3.0
216,198,33.3
216,199,27.1
216,200,49.6
216,201,27.2
216,202,26.1
216,203,36.4
216,204,11.7
216,205,17.0
216,206,48.9
216,207,39.0
216,208,45.3
216,209,44.7
216,210,29.9
216,211,13.5
216,212,18.3
216,213,29.3
216,214,20.0
216,215,12.9
216,216,0.0
216,217,3.0
216,218,10.0
216,219,19.8
216,220,25.9
216,221,12.4
216,222,13.3
216,223,9.8
216,224,41.7
216,225,17.7
216,226,17.2
216,227,45.9
216,228,25.0
216,229,15.3
216,230,47.1
216,231,8.7
216,232,12.7
216,233,38.8
216,234,37.3
216,235,22.6
216,236,25.5
216,237,9.9
216,238,20.0
216,239,49.1
216,240,37.4
216,241,29.5
216,242,28.1
216,243,8.7
216,244,15.0
216,245,31.4
216,246,45.0
216,247,39.2
217,0,17.4
217,1,39.3
217,2,2.6
217,3,31.8
217,4,41.3
217,5,31.7
217,6,26.1
217,7,22.3
217,8,18.9
217,9,45.1
217,10,2.8
217,11,17.0
217,12,33.5
217,13,32.6
217,14,11.4
217,15,42.3
217,16,29.1
217,17,9.1
217,18,31.4
217,19,15.9
217,20,24.6
217,21,28.4
217,22,42.5
217,23,16.2
217,24,4.8
217,25,45.7
217,26,15.8
217,27,38.2
217,28,36.3
217,29,43.6
217,30,26.2
217,31,53.2
217,32,28.4
217,33,11.9
217,34,28.3
217,35,9.3
217,36,17.3
217,37,27.5
217,38,5.0
217,39,17.5
217,40,29.8
217,41,33.0
217,42,20.7
217,43,21.2
217,44,2.2
217,45,30.4
217,46,22.1
217,47,27.9
217,48,5.8
217,49,51.1
217,50,15.1
217,51,11.6
217,52,19.8
217,53,10.6
217,54,20.0
217,55,40.3
217,56,40.4
217,57,31.5
217,58,33.5
217,59,35.6
217,60,51.8
217,61,22.7
217,62,20.1
217,63,7.6
217,64,28.3
217,65,9.3
217,66,24.2
217,67,15.2
217,68,22.1
217,69,42.8
217,70,4.1
217,71,20.8
217,72,16.9
217,73,17.0
217,74,4.1
217,75,20.6
217,76,27.4
217,77,31.3
217,78,34.8
217,79,53.7
217,80,17.0
217,81,32.4
217,82,14.4
217,83,48.5
217,84,35.9
217,85,34.8
217,86,24.3
217,87,41.9
217,88,17.3
217,89,31.8
217,90,16.1
217,91,1.6
217,92,13.1
217,93,6.4
217,94,50.3
217,95,9.0
217,96,4.7
217,97,15.8
217,98,51.9
217,99,33.0
217,100,36.9
217,101,34.3
217,102,37.8
217,103,13.5
217,104,25.2
217,105,23.4
217,106,24.2
217,107,15.1
217,108,3.5
217,109,38.2
217,110,22.2
217,111,34.3
217,112,5.6
217,113,6.8
217,114,20.5
217,115,27.6
217,116,45.3
217,117,42.7
217,118,39.4
217,119,27.9
217,120,16.8
217,121,42.6
217,122,35.6
217,123,48.6
217,124,25.3
217,125,7.4
217,126,37.4
217,127,45.5
217,128,14.3
217,129,9.5
217,130,33.2
217,131,34.5
217,132,39.4
217,133,20.6
217,134,29.9
217,135,38.3
217,136,20.0
217,137,39.5
217,138,15.7
217,139,18.8
217,140,41.6
217,141,12.3
217,142,19.1
217,143,17.1
217,144,34.6
217,145,15.1
217,146,34.4
217,147,13.0
217,148,5.6
217,149,29.8
217,150,5.0
217,151,16.4
217,152,29.9
217,153,12.4
217,154,21.9
217,155,47.0
217,156,50.4
217,157,21.0
217,158,23.1
217,159,6.4
217,160,18.3
217,161,17.8
217,162,22.6
217,163,34.4
217,164,24.3
217,165,1.7
217,166,17.9
217,167,39.5
217,168,13.8
217,169,27.0
217,170,16.8
217,171,8.5
217,172,51.0
217,173,17.4
217,174,16.2
217,175,21.4
217,176,25.9
217,177,39.5
217,178,20.6
217,179,14.2
217,180,7.0
217,181,20.9
217,182,19.6
217,183,47.8
217,184,18.0
217,185,42.8
217,186,24.9
217,187,16.9
217,188,21.1
217,189,33.3
217,190,9.4
217,191,33.3
217,192,3.6
217,193,13.0
217,194,34.7
217,195,43.7
217,196,35.7
217,197,9.3
217,198,34.3
217,199,28.0
217,200,54.2
217,201,28.3
217,202,27.2
217,203,37.4
217,204,18.0
217,205,18.1
217,206,53.6
217,207,40.0
217,208,46.3
217,209,45.7
217,210,36.5
217,211,14.6
217,212,18.2
217,213,35.6
217,214,19.9
217,215,14.0
217,216,6.5
217,217,0.0
217,218,16.4
217,219,26.1
217,220,25.7
217,221,12.3
217,222,13.1
217,223,10.9
217,224,42.7
217,225,17.5
217,226,18.2
217,227,47.0
217,228,26.0
217,229,16.4
217,230,48.1
217,231,8.6
217,232,19.1
217,233,39.9
217,234,38.3
217,235,28.9
217,236,26.5
217,237,16.2
217,238,21.0
217,239,53.8
217,240,38.5
217,241,29.3
217,242,29.2
217,243,15.0
217,244,23.9
217,245,31.2
217,246,49.6
217,247,40.2
218,0,12.9
218,1,42.2
218,2,20.6
218,3,15.7
218,4,44.2
218,5,34.6
218,6,22.8
218,7,6.2
218,8,16.4
218,9,41.9
218,10,15.7
218,11,14.5
218,12,36.4
218,13,29.4
218,14,8.5
218,15,39.1
218,16,25.9
218,17,16.9
218,18,15.4
218,19,11.4
218,20,9.4
218,21,12.3
218,22,39.3
218,23,19.1
218,24,18.5
218,25,42.5
218,26,18.7
218,27,35.0
218,28,33.0
218,29,40.3
218,30,23.0
218,31,38.8
218,32,31.3
218,33,19.7
218,34,25.1
218,35,7.0
218,36,1.2
218,37,11.5
218,38,23.0
218,39,11.0
218,40,22.9
218,41,35.9
218,42,4.6
218,43,5.1
218,44,15.1
218,45,27.2
218,46,6.0
218,47,24.6
218,48,16.2
218,49,36.7
218,50,22.9
218,51,4.8
218,52,27.8
218,53,19.7
218,54,11.6
218,55,43.2
218,56,37.1
218,57,15.4
218,58,36.4
218,59,38.4
218,60,37.4
218,61,29.1
218,62,4.0
218,63,21.6
218,64,25.1
218,65,19.5
218,66,21.0
218,67,1.7
218,68,18.8
218,69,23.7
218,70,12.3
218,71,4.7
218,72,15.4
218,73,10.3
218,74,12.3
218,75,4.5
218,76,11.4
218,77,28.1
218,78,37.6
218,79,39.3
218,80,10.5
218,81,29.1
218,82,7.9
218,83,34.1
218,84,32.7
218,85,37.6
218,86,8.2
218,87,38.6
218,88,26.3
218,89,15.7
218,90,25.1
218,91,14.5
218,92,6.6
218,93,14.4
218,94,35.9
218,95,16.8
218,96,18.6
218,97,11.5
218,98,37.5
218,99,35.9
218,100,20.8
218,101,31.1
218,102,40.7
218,103,7.0
218,104,34.2
218,105,8.1
218,106,8.1
218,107,24.1
218,108,16.4
218,109,34.9
218,110,6.2
218,111,19.6
218,112,10.9
218,113,10.8
218,114,4.5
218,115,11.5
218,116,42.0
218,117,28.3
218,118,42.3
218,119,24.7
218,120,25.7
218,121,23.5
218,122,38.5
218,123,34.2
218,124,34.2
218,125,15.7
218,126,34.2
218,127,42.3
218,128,22.1
218,129,27.6
218,130,18.8
218,131,37.4
218,132,42.3
218,133,4.5
218,134,13.8
218,135,35.1
218,136,7.3
218,137,36.3
218,138,14.2
218,139,21.7
218,140,38.3
218,141,5.8
218,142,8.1
218,143,10.4
218,144,37.5
218,145,22.9
218,146,15.6
218,147,15.1
218,148,10.8
218,149,22.1
218,150,23.0
218,151,9.9
218,152,13.8
218,153,5.8
218,154,18.7
218,155,43.7
218,156,36.0
218,157,28.9
218,158,7.0
218,159,10.9
218,160,2.3
218,161,16.4
218,162,6.5
218,163,31.2
218,164,9.4
218,165,14.6
218,166,9.4
218,167,25.1
218,168,7.3
218,169,11.0
218,170,12.2
218,171,18.4
218,172,36.6
218,173,26.4
218,174,0.1
218,175,5.4
218,176,22.7
218,177,42.3
218,178,28.5
218,179,7.7
218,180,14.2
218,181,23.7
218,182,3.5
218,183,44.6
218,184,27.0
218,185,39.6
218,186,5.2
218,187,14.4
218,188,8.5
218,189,18.9
218,190,27.5
218,191,30.0
218,192,16.5
218,193,15.9
218,194,37.6
218,195,40.4
218,196,32.4
218,197,7.1
218,198,31.1
218,199,35.9
218,200,39.8
218,201,31.1
218,202,23.9
218,203,40.3
218,204,1.9
218,205,21.0
218,206,39.2
218,207,36.8
218,208,43.1
218,209,42.4
218,210,20.2
218,211,17.4
218,212,27.2
218,213,19.6
218,214,28.9
218,215,16.8
218,216,9.9
218,217,12.9
218,218,0.0
218,219,10.1
218,220,34.7
218,221,21.3
218,222,22.1
218,223,18.7
218,224,39.5
218,225,26.5
218,226,21.1
218,227,43.7
218,228,22.8
218,229,19.2
218,230,44.9
218,231,17.6
218,232,3.0
218,233,36.6
218,234,35.1
218,235,12.8
218,236,23.3
218,237,9.7
218,238,23.9
218,239,39.4
218,240,35.2
218,241,38.3
218,242,18.0
218,243,8.5
218,244,5.3
218,245,40.2
218,246,35.2
218,247,43.1
219,0,17.7
219,1,46.7
219,2,29.6
219,3,5.7
219,4,48.7
219,5,39.5
219,6,17.9
219,7,8.0
219,8,21.3
219,9,36.9
219,10,29.8
219,11,19.3
219,12,39.5
219,13,24.4
219,14,20.7
219,15,34.1
219,16,20.9
219,17,23.1
219,18,5.3
219,19,16.2
219,20,14.2
219,21,2.3
219,22,34.3
219,23,24.0
219,24,27.4
219,25,37.5
219,26,23.5
219,27,30.0
219,28,28.1
219,29,35.4
219,30,18.0
219,31,28.7
219,32,36.1
219,33,31.9
219,34,20.1
219,35,19.2
219,36,13.4
219,37,1.4
219,38,31.9
219,39,23.2
219,40,16.1
219,41,42.2
219,42,9.0
219,43,9.7
219,44,27.3
219,45,22.2
219,46,10.9
219,47,16.1
219,48,28.4
219,49,26.7
219,50,25.8
219,51,17.0
219,52,40.0
219,53,24.5
219,54,16.5
219,55,47.8
219,56,32.2
219,57,5.4
219,58,41.0
219,59,43.0
219,60,27.3
219,61,41.3
219,62,9.0
219,63,30.6
219,64,20.1
219,65,31.7
219,66,19.3
219,67,13.9
219,68,19.3
219,69,13.6
219,70,24.5
219,71,9.6
219,72,28.9
219,73,15.2
219,74,24.5
219,75,11.3
219,76,1.3
219,77,23.1
219,78,39.1
219,79,29.2
219,80,22.7
219,81,24.2
219,82,20.1
219,83,24.0
219,84,27.7
219,85,38.0
219,86,7.4
219,87,33.6
219,88,38.5
219,89,5.7
219,90,37.3
219,91,26.7
219,92,18.8
219,93,26.6
219,94,25.8
219,95,29.0
219,96,27.6
219,97,16.3
219,98,27.5
219,99,39.1
219,100,10.7
219,101,26.1
219,102,45.2
219,103,19.2
219,104,46.9
219,105,13.0
219,106,6.3
219,107,36.3
219,108,28.6
219,109,30.0
219,110,8.3
219,111,9.5
219,112,23.1
219,113,23.0
219,114,9.5
219,115,1.5
219,116,37.1
219,117,18.3
219,118,46.8
219,119,16.8
219,120,37.9
219,121,13.5
219,122,43.0
219,123,24.1
219,124,46.8
219,125,27.9
219,126,29.2
219,127,37.3
219,128,34.3
219,129,34.6
219,130,8.7
219,131,40.5
219,132,46.8
219,133,8.6
219,134,3.8
219,135,30.1
219,136,7.3
219,137,31.3
219,138,27.7
219,139,35.2
219,140,33.4
219,141,18.0
219,142,13.0
219,143,15.3
219,144,43.3
219,145,35.1
219,146,5.6
219,147,28.5
219,148,23.0
219,149,12.1
219,150,30.1
219,151,22.1
219,152,3.8
219,153,18.0
219,154,19.2
219,155,38.8
219,156,26.0
219,157,41.1
219,158,6.1
219,159,23.1
219,160,14.5
219,161,29.8
219,162,11.3
219,163,26.2
219,164,12.6
219,165,26.8
219,166,9.5
219,167,15.0
219,168,19.5
219,169,0.9
219,170,25.8
219,171,30.6
219,172,26.5
219,173,38.6
219,174,12.4
219,175,9.4
219,176,17.7
219,177,46.9
219,178,40.7
219,179,19.9
219,180,26.4
219,181,37.2
219,182,13.8
219,183,39.6
219,184,39.2
219,185,34.6
219,186,10.1
219,187,11.4
219,188,8.5
219,189,8.9
219,190,34.5
219,191,25.1
219,192,28.7
219,193,29.4
219,194,43.4
219,195,35.4
219,196,27.5
219,197,19.3
219,198,26.1
219,199,48.4
219,200,29.8
219,201,44.6
219,202,13.9
219,203,44.8
219,204,14.1
219,205,34.4
219,206,29.2
219,207,31.8
219,208,38.1
219,209,37.5
219,210,10.1
219,211,30.9
219,212,39.4
219,213,9.5
219,214,41.1
219,215,30.3
219,216,22.1
219,217,25.1
219,218,12.5
219,219,0.0
219,220,50.5
219,221,33.5
219,222,34.3
219,223,30.9
219,224,34.5
219,225,38.7
219,226,34.6
219,227,38.8
219,228,17.8
219,229,32.7
219,230,39.9
219,231,29.8
219,232,11.7
219,233,31.7
219,234,30.1
219,235,2.8
219,236,22.0
219,237,21.9
219,238,37.4
219,239,29.3
219,240,30.3
219,241,50.5
219,242,7.9
219,243,20.7
219,244,9.4
219,245,53.8
219,246,25.2
219,247,47.7
220,0,33.0
220,1,18.9
220,2,25.4
220,3,52.5
220,4,20.9
220,5,11.3
220,6,35.8
220,7,39.2
220,8,31.9
220,9,44.9
220,10,25.6
220,11,30.0
220,12,13.1
220,13,44.6
220,14,31.1
220,15,25.6
220,16,31.1
220,17,22.0
220,18,50.0
220,19,28.9
220,20,37.5
220,21,46.9
220,22,42.4
220,23,26.7
220,24,23.2
220,25,38.1
220,26,30.9
220,27,30.2
220,28,28.0
220,29,43.3
220,30,35.6
220,31,64.9
220,32,14.6
220,33,24.8
220,34,40.3
220,35,29.0
220,36,36.9
220,37,47.6
220,38,27.8
220,39,37.2
220,40,41.6
220,41,12.6
220,42,37.4
220,43,38.2
220,44,27.2
220,45,30.0
220,46,41.8
220,47,37.3
220,48,23.5
220,49,62.9
220,50,28.0
220,51,31.2
220,52,9.3
220,53,20.4
220,54,33.0
220,55,20.0
220,56,52.4
220,57,46.3
220,58,13.2
220,59,9.9
220,60,63.6
220,61,9.3
220,62,39.8
220,63,26.4
220,64,40.3
220,65,18.4
220,66,35.6
220,67,35.1
220,68,38.0
220,69,54.6
220,70,26.7
220,71,40.4
220,72,32.4
220,73,29.9
220,74,26.7
220,75,40.3
220,76,46.1
220,77,30.9
220,78,14.4
220,79,65.5
220,80,36.7
220,81,44.4
220,82,34.1
220,83,60.2
220,84,31.0
220,85,14.4
220,86,52.0
220,87,41.7
220,88,9.8
220,89,51.1
220,90,17.5
220,91,26.6
220,92,32.8
220,93,21.6
220,94,62.1
220,95,21.9
220,96,23.4
220,97,28.8
220,98,63.7
220,99,12.6
220,100,48.7
220,101,26.3
220,102,11.6
220,103,33.2
220,104,5.0
220,105,36.3
220,106,51.0
220,107,12.4
220,108,28.2
220,109,29.9
220,110,39.2
220,111,46.1
220,112,25.3
220,113,25.6
220,114,40.2
220,115,47.6
220,116,37.8
220,117,54.5
220,118,13.2
220,119,37.3
220,120,14.0
220,121,54.4
220,122,9.9
220,123,60.4
220,124,5.1
220,125,22.9
220,126,29.1
220,127,29.1
220,128,27.2
220,129,32.3
220,130,45.0
220,131,14.1
220,132,13.1
220,133,37.3
220,134,45.6
220,135,21.9
220,136,33.0
220,137,47.2
220,138,33.1
220,139,18.8
220,140,41.4
220,141,32.0
220,142,32.1
220,143,30.0
220,144,8.6
220,145,28.0
220,146,46.2
220,147,26.0
220,148,25.3
220,149,41.6
220,150,27.8
220,151,36.1
220,152,45.6
220,153,32.0
220,154,37.9
220,155,39.4
220,156,62.2
220,157,7.7
220,158,40.1
220,159,26.1
220,160,38.0
220,161,31.8
220,162,42.2
220,163,29.5
220,164,37.3
220,165,26.5
220,166,30.8
220,167,51.3
220,168,33.4
220,169,44.0
220,170,44.5
220,171,17.6
220,172,62.8
220,173,9.7
220,174,35.9
220,175,37.1
220,176,34.0
220,177,13.2
220,178,11.8
220,179,33.8
220,180,24.7
220,181,22.1
220,182,39.2
220,183,40.3
220,184,10.2
220,185,40.2
220,186,37.8
220,187,29.8
220,188,34.1
220,189,45.1
220,190,32.2
220,191,28.4
220,192,26.4
220,193,26.0
220,194,8.7
220,195,41.0
220,196,47.7
220,197,29.0
220,198,26.3
220,199,6.8
220,200,66.0
220,201,14.7
220,202,39.0
220,203,17.1
220,204,37.7
220,205,24.9
220,206,65.4
220,207,31.7
220,208,38.8
220,209,38.1
220,210,48.3
220,211,29.7
220,212,8.7
220,213,47.4
220,214,7.6
220,215,29.1
220,216,26.5
220,217,27.3
220,218,36.0
220,219,43.1
220,220,0.0
220,221,20.4
220,222,14.5
220,223,23.8
220,224,40.3
220,225,10.0
220,226,24.7
220,227,39.4
220,228,34.1
220,229,26.6
220,230,40.5
220,231,18.4
220,232,38.7
220,233,31.6
220,234,30.0
220,235,46.6
220,236,38.3
220,237,35.9
220,238,22.2
220,239,65.6
220,240,45.9
220,241,5.6
220,242,41.0
220,243,34.7
220,244,36.9
220,245,3.3
220,246,61.4
220,247,19.9
221,0,28.4
221,1,26.8
221,2,20.9
221,3,46.9
221,4,28.8
221,5,19.2
221,6,34.5
221,7,37.4
221,8,27.4
221,9,52.8
221,10,21.0
221,11,25.4
221,12,21.0
221,13,41.0
221,14,26.6
221,15,33.5
221,16,39.0
221,17,17.5
221,18,46.6
221,19,24.3
221,20,33.0
221,21,43.5
221,22,50.2
221,23,24.7
221,24,18.7
221,25,46.0
221,26,24.2
221,27,38.1
221,28,35.9
221,29,51.2
221,30,34.7
221,31,61.6
221,32,22.5
221,33,20.3
221,34,36.7
221,35,24.5
221,36,32.4
221,37,42.7
221,38,23.2
221,39,32.6
221,40,38.2
221,41,20.5
221,42,32.9
221,43,36.3
221,44,22.7
221,45,37.9
221,46,37.2
221,47,36.3
221,48,18.9
221,49,59.5
221,50,23.5
221,51,26.7
